State of Oregon Department of Environmental Quality,,,,,,,,,,
"Underground Storage Tank Facility List as of July 1, 2024",,,,,,,,,,
"Sorted by Zip Code, then by Facility Name",,,,,,,,,,
ID,FACILITY NAME,ADDRESS,CITY,ZIP,PHONE ,PERMITTEE,"#
ALL
Tank","#
ACTIVETANK","#
DECOMM
Tank","#
PERMITTank"
12684,GRAF HALL,1680 SW MONROE AVE,CORVALLIS,97331,(541) 737-4050,STEWART SIMMONS,1,,,
3762,"OR STATE UNIVERSITY, FACILITIES SERVICES",100 OWEN HALL CAMPUS WAY,CORVALLIS,97331,541-737-4050,Dan Kermoyan,9,,9,
12193,OREGON STATE UNIVERSITY - KELLY ENG. CTR,110 SW PARK TERRACE,CORVALLIS,97331,(541) 737-4050,Stewart Simmons,1,1,,1
10729,"OSU MOTOR POOL, BLDG 100",W CAMPUS WAY,CORVALLIS,97331,(541) 737-4050,Stewart Simmons,1,1,,1
356,AVERY PARK SHOPS,1320 SW AVERY PARK DR,CORVALLIS,97333,(503) 757-6957,"DOUG DOLLARHIDE, PARK SERVICES MANAGER",1,,1,
6962,BENTON COUNTY FAIRGROUNDS,110 SW 53RD ST,CORVALLIS,97333,(503)757-1521,"MARIE DAVIS, MANAGER",2,,2,
6478,BENTON COUNTY PUBLIC WORKS,360 SW AVERY AVE,CORVALLIS,97333,(503) 757-6821,"HAROLD MARX, ADMINISTRATIVE OFFICER",5,,5,
9776,BLUE HERON FARM,33508 SE PEORIA RD,CORVALLIS,97333,(503) 753-3758,"J ROGER HAMLIN, MANAGER",2,,2,
3542,"BROWN, MICHAEL P",3955 SW COUNTRY CLUB DR,CORVALLIS,97333,(503) 757-3107,MICHAEL P BROWN,1,,1,
8809,C & E MILLER FARMS,29428 LAKESIDE DR,CORVALLIS,97333,5037573227,MARK MILLER,2,,2,
8547,CARSON CORVALLIS,1260 SW 3RD ST,CORVALLIS,97333,(503) 224-8500,Marti Sharp,6,6,,6
6666,CH2M HILL AIRCRAFT HANGAR,5570 SW PLUMLEY ST,CORVALLIS,97333,(503) 753-4555,"CRAIG DEMOTT, CORPORATE PILOT",1,,1,
7396,"CHAMBERS, WILLIAM D",3122 SE STAHLBUSH ISLAND RD,CORVALLIS,97333,(503)757-1497,"WILLIAM D CHAMBERS, OWNER",1,,1,
11368,CITY INDUSTRIAL CENTER,249 SW AVERY AVE,CORVALLIS,97333,(503) 796-9201,STEVE WONG,1,,1,
11215,"CORNERSTONE PKA OPEN DOOR, INC.",1445 SE CRYSTAL LAKE DR,CORVALLIS,97333,(541) 752-9724,Nancy Maxwell,4,,4,
8177,CORVALLIS 76  #25,480 SW 4TH Street,CORVALLIS,97333,(503)757-8877,,12,,12,
7156,CORVALLIS HWY 99 SHELL #27,1680 SW 3RD ST,CORVALLIS,97333,(541) 758-1500,Tom Lathrop,7,3,4,3
12692,CORVALLIS MARKET,28788 OR-34,CORVALLIS,97333,(541) 619-8175,Kulwinder SINGH,3,3,,3
2520,CORVALLIS MOVING & STORAGE CO,535 SW 7TH,CORVALLIS,97333,(503) 967-1030,"MAYNARD KIRKELIE, OWNER",1,,1,
361,CORVALLIS MUNICIPAL AIRPORT,AIRPORT RD.,CORVALLIS,97333,(503) 326-6489,"MIKE GROSS, ENVIRONMENTAL ENGINEER",6,,6,
5502,CORVALLIS RENTAL,1245 SE 3RD ST,CORVALLIS,97333,(503) 753-2213,"WILLIAM R UPTON, VP",1,,1,
7500,CORVALLIS SCHOOL DISTRICT 509J,1555 SW 35TH ST,CORVALLIS,97333,(503)757-5877,"DENNIS D JONES, OPERATIONS MANAGER",4,,4,
4694,CORVALLIS SECTION,7TH & WASHINGTON AVE SW,CORVALLIS,97333,(503) 341-5630,"JOHN B HULSEY, UTILITY SUPERVISOR",1,,,
9198,CUMMINGS TRANSFER,475 SW WAKE ROBIN AVE,CORVALLIS,97333,(503),"RICHARD MIKESELL, OWNER",1,,1,
12076,EDWARD A. PARKER,27678 HIGHWAY 99W # 86,CORVALLIS,97333,(541) 424-2236,EDWARD A. PARKER,4,,4,
3595,EVANITE BATTERY - SEPARATOR DIVISION,1185 SE CRYSTAL LAKE DR,CORVALLIS,97333,(503)753-1122,"JAY M. DOYLE, MGR, PROCESS/ENVIRONMENT",3,,3,
53,EVANITE FIBER CORP,1185 SE CRYSTAL LAKE DR,CORVALLIS,97333,(503)753-1211,DAN KELLON,2,,2,
2827,FINSTAD HEATING & SHEET METAL,2940 SW 3RD,CORVALLIS,97333,(503)752-3073,"MARK A BALZER, MANAGER/ESTIMATOR",2,,2,
8256,FIRESTONE #4832 - 012068,385 SW 3RD ST,CORVALLIS,97333,(503)752-7176,"LARRY A RHODES, ASSISTANT MANAGER",1,,1,
1637,FORD NEW HOLLAND INC,2625 SE 3RD ST,CORVALLIS,97333,(541) 753-8884,JAY WILT,3,,3,
12607,FORMER GAS STATION,600 SW 3RD ST,CORVALLIS,97333,(541) 231-2828,PAUL SPIES,2,,2,
11776,GREEN BERRY STORE & TAVERN,29974 HIGHWAY 99W,CORVALLIS,97333,(541) 752-3796,Vivian Ayres,3,,3,
12486,HOLLINGSWORTH & VOSE FIBER COMPANY,1115 SE CRYSTAL LAKE DR,CORVALLIS,97333,(541) 738-5382,ANITA RAGAN,1,,1,
121,HORNING FARMS INC,27775 HORNING LANE,CORVALLIS,97333,(503)753-3004,"IVAN HORNING, OWNER",3,,3,
1810,KEN FISHER AUTO & TRUCK,2645 SE 3RD ST,CORVALLIS,97333,(503)466-5425,"FISHER, KEN",2,,2,
9774,LONNIE'S EXXON,545 SW 3RD ST,CORVALLIS,97333,(503) 752-7414,TOT E LEE,4,,4,
9020,LOREN J SMITH FARMS,30361 LOREN LANE,CORVALLIS,97333,(503) 753-4928,"LOREN SMITH, OWNER",3,,3,
11321,LUKENS ESTATE,560 SW B AVE,CORVALLIS,97333,(503)753-7221,EVA LUKENS,3,,3,
7645,MARYS PEAK AVIATION,5800 PLUMLY /2525 SW AIRPORT ROAD,CORVALLIS,97333,(503)754-7272,"DAVID R HANKINS, GENERAL MANAGER",2,,2,
5901,MCNESBY & AUBRY INC,1375 SW A AVE,CORVALLIS,97333,(503)753-6691,"B B AUBRY, PRESIDENT",2,,2,
9267,MIDWAY FOREST PRODUCTS,5700 SW RESERVOIR AVE,CORVALLIS,97333,(503) 758-1551,ROBERT LOYD,2,,2,
993,OR STATE HWY 2-4 CORVALLIS,3700 SW PHILOMATH BLVD,CORVALLIS,97333,(503)757-4127,"AL FERGUSON, SECTION FOREMAN, HMSC",6,,6,
7834,"ROISEN, MYRNA",29TH & GRANT,CORVALLIS,97333,(503) 758-1500,"LOIS ROISEN, TRUSTEE",3,,3,
12055,SAFEWAY FUEL #1765,5270 PHILOMATH BLVD,CORVALLIS,97333,503-704-2683,Shawnlyn Elton,3,3,,3
6401,SPEC INDUSTRIES INC,410 SW WAKE ROBIN AVE,CORVALLIS,97333,(503) 363-3500,"RICHARD K OLSON, VP",2,,2,
4676,STARKER FOREST INC,7240 SW PHILOMATH BLVD,CORVALLIS,97333,(503) 929-2477,"PAUL MORTENSON, MAINTENANCE SUPERVISOR",2,,2,
3203,TRUAX CORP,1760 SW 3RD ST,CORVALLIS,97333,(503)758-1500,"JOHN W TRUAX, PRESIDENT",5,,5,
975,TRUAX CORPORATION #23,300 SW 4TH ST,CORVALLIS,97333,(541) 758-1500,Tom Lathrop,11,3,8,3
8366,UNITED CHROME SITE-ON EPA SUPERFUND,CORVALLIS MUNICIPAL AIRPORT,CORVALLIS,97333,(503)757-6941,"JACK BARROW, AIRPORT MANAGER",3,,3,
923,UNOCAL 0748,429 SW 3RD ST,CORVALLIS,97333,(503)753-3800,"LEE BORCHERS, DEALER",6,,6,
3434,US ENVIRONMENTAL PROTECTION AGENCY,200 SW 35TH ST,CORVALLIS,97333,(503)757-4680,"ROBERT C TRIPPEL, FACILITY ENGINEER",2,,2,
7776,USDA-USFS SIUSLAW NATL FOREST/BEAVER CRK,29720 BEAVERCREEK RD,CORVALLIS,97333,(503) 929-3007,"CLIFF WOODY, SEED ORCHARD MANAGER",1,,1,
2108,"WEISGERBER, HERBERT",3664 SW 3RD ST,CORVALLIS,97333,(503) 754-0956,HERBERT WEISGERBER,2,,2,
3435,WESTERN FISH TOXICOLOGY STATION,1350 SE GOODNIGHT AVE,CORVALLIS,97333,(503)757-4680,"ROBERT C TRIPPEL, FACILITY ENGINEER",1,,1,
4426,WESTERN PULP PRODUCTS CO,AIRPORT INDUSTRIAL PARK,CORVALLIS,97333,(503)757-1151,"RICHARD D HURLEY, PRESIDENT",2,,2,
262,"BAILEY, KATHERINE M.",37626 CRABTREE DR,CRABTREE,97335,(503) 928-8207,KATHERINE M. BAILEY,3,,3,
3420,CRABTREE ELEMENTARY,37425 HUNGRY HILL RD NW,CRABTREE,97335,(503)967-4513,"JIM GROSSNICKLAUS, PHYSICAL PLANT DIR.",1,,1,
1710,LEBANON TRUCKING,5265 S SANTIAM HWY,LEBANON,97335,(503) 926-7771,"JON LUND, ENVIRONMENTAL ENGINEER",1,,1,
8041,DOONEY'S MARKET,38396 HWY 228,CRAWFORDSVILLE,97336,(503) 367-3537,"REGINALD & INEZ DOONEY, OWNERS",1,,1,
11386,125 WASHINGTON SW - CC 124775,125 SW WASHINGTON ST,DALLAS,97338,(503) 623-9910,DANIEL P. MORAN,5,,5,
205,7 STAR CONVENIENCE STORE #5,120 E ELLENDALE,DALLAS,97338,(503) 602-9868,Amritpal Singh,12,4,8,4
6832,BABA DEEP SINGH.INC 12,430 N MAIN ST,DALLAS,97338,(503) 602-9868,Amritpal Singh,7,4,3,4
3414,BASKETT SLOUGH REFUGE,10995 HWY 22,DALLAS,97338,(503)623-2749,"RALPH LETTENMAIER, ASSISTANT MANAGER",1,,1,
1488,BOLLMAN FUNERAL HOME INC,287 SW WASHINGTON ST.,DALLAS,97338,(503)623-3286,JOHN BOLLMAN,1,,1,
145,CARD'S SHELL SERVICE,325 ORCHARD DR,DALLAS,97338,(503)623-3598,JOE CARD,3,,3,
12281,CITY OF DALLAS WATER INTAKE,17300 W. MARTIN WAY,DALLAS,97338,503-831-3556,KENN CARTER,1,,1,
1667,COLUMBIA PUMP & EQUIPMENT CO,12815 WESTVIEW DR,DALLAS,97338,(503)623-4164,"BEN HACKMAN, OWNER",1,,1,
5268,DALLAS CHEVRON #30,119 SE WASHINGTON,DALLAS,97338,(541) 758-1500,Tom Lathrop,5,2,3,2
2460,DALLAS CITY CLEANERS,144 SW WASHINGTON ST,DALLAS,97338,(503) 623-3356,"DALE E SCHRAG, OWNER",1,,1,
11073,DALLAS ELLENDALE CARDLOCK PP,185 W ELLENDALE,DALLAS,97338,(253) 867-3281,Wes Sherman,7,4,3,4
5510,DALLAS FIRE STATION,915 SE SHELTON ST,DALLAS,97338,(503) 623-97338,"JOHN C BARNARD, FIRE CHIEF",1,,1,
8432,DALLAS GARBAGE DISPOSAL CO INC,1030 W. ELLENDALE AVE.,DALLAS,97338,(503)623-2552,"JOHN W CONDON, GENERAL MANAGER",1,,1,
5589,DALLAS PLANING MILL INC,1415 SE HOLMAN AVE,DALLAS,97338,(503) 623-2391,"WARD MOORE, CEO",1,,1,
9592,DALLAS RENTALS,244 E ELLENDALE,DALLAS,97338,(503) 363-7676,MARC NELSON,3,,3,
6442,DALLAS TEXACO,188 SW WASHINGTON Street,DALLAS,97338,(503)588-0455,"PETER F MEYER, MANAGER",4,,4,
4720,"DALLAS, CITY OF - CITY SHOP",536 SE MILL ST,DALLAS,97338,(503)623-2338,"LYLE COOLEY, FOREMAN II",4,,4,
7200,DAYCARE CENTER,336 SW RIVER,DALLAS,97338,(503)623-8172,"GREG HANSEN, GENERAL SERVICES",1,,1,
5435,FAA RADARSITE GARAGE,LAURAL MT,DALLAS,97338,(503)787-3582,"DEAN KNUTSON, EQUIPMENT OPERATOR",1,,1,
3007,FRIESEN PRODUCTS INC,486 SE MILL ST,DALLAS,97338,(503)623-3504,"DON R FRIESEN, PRESIDENT",1,,1,
5511,JIM KING EXCAVATING,1026 E ELLENDALE AVE,DALLAS,97338,(503) 623-8207,JAMES KING EXCAVATING,1,,1,
7409,JOE HAYWARD FORD INC,201 NE POLK STATION RD,DALLAS,97338,(503) 623-8361,"JOE HAYWARD, PRESIDENT",2,,2,
2005,LAIDLAW TRANSIT,765 MONMOUTH CUTOFF,DALLAS,97338,(503)623-9483,"WILLIE BIRCHELL, TRANSPORTATION SUPER",1,,1,
10569,LES SCHWAB TIRES,121 MAIN ST,DALLAS,97338,(503)623-5011,"RONALD WILSON, OWNER",1,,1,
10706,MCMULLIN CHEVROLET,812 SE JEFFERSON,DALLAS,97338,(503)227-7140,FLORENCE MILLER,1,,1,
12617,MCMULLIN VACANT LOT,242 SE MILL ST,DALLAS,97338,(503) 580-9613,GERALD MCMULLIN,1,,1,
12051,"NORTHWEST PERMASTORE SYSTEMS, INC.",295 W. ELLENDALE AVE,DALLAS,97338,(503) 623-8574,"ALICE PENDER, PRESIDENT",1,,1,
3367,OR STATE FORESTRY,825 OAK VILLA RD,DALLAS,97338,(503) 623-8146,"JERRY PIERING, UNIT FORESTER",2,,2,
7319,PACIFIC POWER & LIGHT,583 SE JEFFERSON ST,DALLAS,97338,(503) 623-6601,"CLIFF RUSSELL, DISTRICT MANAGER",1,,1,
2487,POLK COUNTY,850 MAIN,DALLAS,97338,(503) 623-8172,"BRAD KOWING, BUILDING SUPER",6,,6,
11848,POLK COUNTY JAIL,884 SE JEFFERSON STREET,DALLAS,97338,(503) 623-8172,Melanie Edwards,1,1,,1
3099,POLK COUNTY SHOPS,751 SW CLAY,DALLAS,97338,(503) 623-9278,"ARVIS FRIESEN, SHOP FOREMAN",9,,9,
5930,QWEST CORPORATION dba CENTURYLINK QC (R0,156 SW COURT ST,DALLAS,97338,(253) 372-5184,Joe Robertson,2,1,1,1
12313,SAFEWAY FUEL STATION #4404,138 W ELLENDALE AVE,DALLAS,97338,503-704-2683,SHAWNLYN ELTON,3,3,,3
4806,SALEM ARSR,NW 1/4 SEC 32,DALLAS,97338,(503) 623-4515,"LON JACKSON, SFO MANAGER",4,,1,
5141,SALT CREEK STORE,15800 HWY 22,DALLAS,97338,(503) 757-0559,Jackson Earhart,8,3,5,3
6348,SIVCO EMPLOYEES TRUST-DALLAS SOC 010786,1862 GODSEY RD,DALLAS,97338,(503),SIVCO EMPLOYEES TRUST,1,,1,
9295,SMART STOP,188 SW WASHINGTON Street,DALLAS,97338,(503) 623-2511,"BASIL JONES, OWNER",2,,2,
2186,UNITED PACIFIC #7790,129 E ELLENDALE AVE,DALLAS,97338,(925) 884-0800,Michael Sanchez,3,3,,3
987,UNOCAL 4470,177 N MAIN ST,DALLAS,97338,(503)623-5169,"JOHN FRANK JUHRING, DEALER",6,,6,
9939,VALLEY COMMUNITY HOSPITAL,550 SE CLAY ST,DALLAS,97338,(503)623-8301,"GERRY HEFFNER, ENGINEER",1,,1,
10934,VALLEY CONCRETE & GRAVEL CO,902 SE UGLOW ST,DALLAS,97338,(503)838-0110,,1,,1,
2625,W I I - DALLAS DIVISION,1551 SE LYLE ST,DALLAS,97338,(503)926-7771,"RICHARD L BARRETT, ENGINEER",1,,1,
9644,WALLYS CHEVRON STATION,995 MAIN ST,DALLAS,97338,(503) 623-9325,WALLACE KOLOEN,4,,4,
6732,WIMER LOGGING CO,900 SE MONMOUTH CUTOFF,DALLAS,97338,(503)928-8585,"DON L WIMER, PRESIDENT",1,,1,
12015,CITY OF DEPOE BAY,212 S POINT ST,DEPOE BAY,97341,(541) 765-3005,"TERRY OWINGS, CITY FIELD SUPERINTENDENT",1,,1,
10834,DEPOE BAY FIRE DIST,HWY 101 - FIRE HALL,DEPOE BAY,97341,(503)765-2202,"MERVIN RAPP, FIRE CHIEF",1,,1,
9725,JOAN-E CHARTERS,214 SE HWY 101,DEPOE BAY,97341,(503) 765-2222,"L J SCHLESSER, OWNER",3,,3,
8542,M R WOOD OIL,HWY 101,DEPOE BAY,97341,(503)765-2551,"RON CARLYRE, ATTENDANT",2,,2,
8584,NAVA'S MARKET,20 SE SCHOOLHOUSE ST,DEPOE BAY,97341,(541)765-2929,Ismael Guillermo,5,3,2,3
10062,"RAMAN, INC (CENTER MARKET #18)",466 NE HWY 101,DEPOE BAY,97341,503-559-8233,Bahadur Singh,7,3,4,3
1603,"SNYDER, JOHN D","3420 NE HWY 101, TAX LOT 900",DEPOE BAY,97341,(503) 764-2089,JOHN D SNYDER,4,,4,
7785,USCG FOG SIGNAL DEPOE BAY,ELLINGSON ST,DEPOE BAY,97341,(503)888-3441,"BM1 J SEIFRIED, HAZARDOUS WASTE COORD",2,,2,
7787,USCG STATION DEPOE BAY,E BAY DR & ELSIE ST,DEPOE BAY,97341,(503)765-2123,"MK1 J POTTS, HAZARDOUS WASTE COORD",1,,1,
2080,DETROIT CENTRAL OFFICE,215 W FOREST,DETROIT,97342,(503)462-4800,"R D MCLOUGHLIN, SR ENGINEER - BLDGS",1,,,
802,DETROIT LAKE STATE PARK,"DETROIT LAKE STATE PARK, 3 MI. W HWY 22",DETROIT,97342,(503) 854-3406,"RICK TAYLOR, PARK MANAGER B",1,,1,
2317,KANES HIDEAWAY MARINA INC,530 CLESTER RD.,DETROIT,97342,(503) 854-3362,"MICHAEL LAMONT, OWNER",2,,2,
289,LOST SPRINGS DEVELOPMENT CORPORATION,115 BREITENBUSH RD,DETROIT,97342,(503) 854-3423,"ZANE KELLY, OWNER",2,,2,
868,OR ST HWY 2-3 MINTO MP 65.0,1 MILE W OF MARION FORKS/MILE POST 65.6,DETROIT,97342,(503)854-3429,"LLOYD TOLMAN, SECTION SUPERVISOR",2,,2,
1123,OR STATE HWY 2-3 DETROIT,600 N SANTIAM HWY,DETROIT,97342,(503)854-3429,"LLOYD TOLMAN, SECTION SUPERVISOR",5,,5,
9203,RIVERS RUN,"105 BREITENBUSH, HWY 22",DETROIT,97342,(503) 854-3039,SHAUNA EDWARDS,8,4,4,4
8212,USFS DETROIT RANGER DISTRICT,44125 SANTIAM HWY SE,DETROIT,97342,(503)854-3366,"GARY MILLS, ASST FIRE MGT OFFICER",6,,6,
690,EDDYVILLE,HWY 33 MP 23.41,EDDYVILLE,97343,(503) 265-2644,"DUANE RIGGS, ASSISTANT FOREMAN, HMS I",2,,2,
10942,EDDYVILLE SCHOOL,57 EDDYVILLE SCHOOL RD,EDDYVILLE,97343,(503)867-7171,"FRED WRIGHT, DIR OF FAC & MAINT",1,,1,
11740,FALLS CITY SHOP,299 MILL STREET,FALLS CITY,97344,(503),,1,,1,
2611,FRINK'S GENERAL STORE,401 N MAIN ST,FALLS CITY,97344,(503) 787-1403,Kirby Frink,4,2,2,2
6289,CASCADE LOGGING DIV - FOSTER TRUCK SHOP,HWY 20,FOSTER,97345,(503)926-7771,"RICHARD L BARRETT, ENGINEER",3,,3,
6303,FOSTER DIVISION,HWY 20,FOSTER,97345,(503) 926-7771,"RICHARD L. BARRETT, ENGINEER",1,,1,
9524,GREEN PETER-FOSTER DAMS,2000 53RD ST,FOSTER,97345,(503) 367-5124,PAUL PETERS,2,,2,
1242,LARRY DURKEE FOSTER UNION,HWY 20,FOSTER,97345,(503)753-4131,"LARRY DURKEE, OPERATOR",5,,5,
430,MCDOUGAL TIMBER,5350 LOCUST ST,FOSTER,97345,(503)367-6957,"MARVIN MCDOUGAL, SUPERVISOR",2,,2,
1306,SUNNYSIDE PARK,44930 QUARTZVILLE DR,FOSTER,97345,(503)967-3917,"DYROL BURLESON, PARKS DIRECTOR",1,,1,
265,TOTMAN,48121 SANTIAM HWY,FOSTER,97345,(503) 367-4488,"CHESTER F. TOTMAN, OWNER",3,,3,
6498,AT&T,10 MILES N OF GATES - MT HOREB,GATES,97346,(503)295-6076,"DONALD PAGE, SUPERVISOR",1,,1,
11739,GATES ELEMENTARY SCHOOL,40151 GATES SCHOOL RD,GATES,97346,(503),,1,,1,
8442,GATES PRIMARY SCHOOL,GATES SCHOOL RD,GATES,97346,(503)897-2511,"JEAN PENDER GRAFT, LEAD DRIVER",1,,1,
3089,GATES UNION SERVICE,HWY 22,GATES,97346,(503) 897-2076,"ROBERT GRINDER, SERVICE STATION - DEALER",3,,3,
11312,PHILLIPS 66 SITE - ABANDONED,650 HWY 22,GATES,97346,(503)632-7248,JANICE HARDY,7,,7,
10419,"2-4, GRANDE RONDE",28585 SALMON RIVER HWY # 18,GRAND RONDE,97347,(503) 994-3980,MERRILL MATELSON,2,,2,
6186,ASTRO #500,28600 SALMON RIVER RD,GRAND RONDE,97347,(503) 243-2929,Glenn Zirkle,7,2,5,2
10806,CORRIDOR CAFE,30520 SALMON RIVER HWY,GRAND RONDE,97347,(503)879-5811,"STEPHEN FELIX, OWNER",3,,3,
10252,MIAMI CORPORATION,29500 SALMON RIVER HWY,GRAND RONDE,97347,(503) 434-7240,ALTON CRONK,2,,2,
9911,SPIRIT MOUNTAIN STORE,48480 SW HEBO RD,GRAND RONDE,97347,(503) 588-9135,JUNIOR LEE RITTEL,2,,2,
8956,VALLEY JUNCTION SERVICE,26520 SALMON RIVER HWY,GRAND RONDE,97347,(503)879-5516,"ELMER M WERTH, PARTNER",3,,3,
12667,7 STAR CONVENIENCE STORE #3,360 W 2ND ST,HALSEY,97348,(503) 602-9868,JASPAL SINGH,4,4,,4
8689,CENTRAL LINN HIGH SCHOOL,1 MILE E OF HALSEY,HALSEY,97348,(503)369-2720,"RICHARD FORTMILLER, TRANSPORTATION SUPV",2,,2,
6942,"FALK, LOUIS R",26491 IRISH BEND LOOP,HALSEY,97348,(503) 369-2304,"LOUIS R FALK, OWNER",2,,2,
6960,HASLEY CFN,211 2ND ST,HALSEY,97348,(503) 224-8500,Marti Sharp-Sommer,10,3,7,3
3801,"INTERNATIONAL SEEDS, INC.",820 W 1ST ST,HALSEY,97348,(503) 369-2251,"CLIFFORD O. KING, CONTROLLER",1,,1,
223,KIRK'S BP STATION,HWY 99E & `J' ST,HALSEY,97348,(503)369-2876,"JAMES K KIRK, OWNER/OPERATOR",4,,4,
1404,LINN COUNTY ROAD DEPT - HALSEY,1487 W 1ST ST,HALSEY,97348,(503) 967-3919,"NEAL D MICHAEL, LINN COUNTY ROADMASTER",3,,3,
11662,OLD SERVICE STATION,10 WEST 2ND STREET,HALSEY,97348,(541)926-0926,DARWIN MIXON,3,,3,
12698,OR 99E AMERICAN DR,813 W 2ND ST,HALSEY,97348,(541) 757-4211,STEVE SCHULTZ,2,,2,
6980,PHILLIPS 66 COMPANY #071787,I5 & HWY 228,HALSEY,97348,(918)661-6600,"RONALD K SMOLLER, COORDINATOR",4,,4,
4923,PIONEER VILLA TRUCK STOP,33180 HWY 228,HALSEY,97348,541-369-2801,Patwant Pannu,11,4,7,4
2567,"POPE & TALBOT PULP, INC.",30470 AMERICAN DR,HALSEY,97348,(503)369-2293,"ROBERT HAMMOND, ENVIRONMENTAL SERVICES",3,,3,
8135,S P OIL LLC,32980 HIGHWAY 228,HALSEY,97348,(541) 369-2624,Rajan Singh Sohi,9,4,5,4
10501,SCHENDEL TIRE SERVICE INC.,HWY 99 & 'I' ST,HALSEY,97348,(503)928-3133,"WILLIAM SCHENDEL, OWNER",2,,2,
2909,SMITH SEED SERVICES,26890 POWERLINE RD,HALSEY,97348,(541) 369-2830,"JASON SCHROCK, PARTNER",2,,2,
7893,"SMITH, JOHN S",28020 POWER LINE RD,HALSEY,97348,(503) 369-2383,JOHN S SMITH,3,,3,
3119,GREEN VENEER INC,HWY 22,IDANHA,97350,(503) 854-3355,"KEN TOWER, SUPERINTENDENT",1,,1,
1869,HANCE OIL & KEYLOCK,HWY 22,IDANHA,97350,(503)769-5479,"LEO G. HANCE, PRESIDENT",1,,1,
4024,HAROLD HILLS LOGGING,HWY 22,IDANHA,97350,(503)854-3441,HAROLD HILLS,1,,1,
3088,IDANHA HWY 22 CARDLOCK PP,1477 HWY 22,IDANHA,97350,253-867-3281,Wes Sherman,4,4,,4
5286,IDANHA UNION 76 STATION,HWY. 22,IDANHA,97350,(503)854-3666,"DAVE ROADS, ATTENDANT",5,,5,
5034,MARION FORKS LODGE,HWY 22,IDANHA,97350,(503) 854-3355,"KEN TOWER, SUPERINTENDENT",2,,2,
8541,REASONABLE RICHARDS,120 SW HWY 22 (PREVIOUSLY 115 MAIN ST),IDANHA,97350,(503)854-3481,RICHARD I SCHROEDER,2,,2,
4044,ALLUVIAL FARM,3590 WIGRICH RD,INDEPENDENCE,97351,(503)364-4072,"JOSEPH KIRK, MANAGER",1,,1,
8197,AMADOR'S PLAZA,870 N MAIN,INDEPENDENCE,97351,(503)838-0170,"JOSE ANTONIO AMADOR, OWNER",2,,2,
817,BOISE CASCADE VENEER PLANT,N ROAD,INDEPENDENCE,97351,(503)838-1610,"BONNIE GIBBS, PLANT SUPERINTENDENT",2,,2,
10127,CENTRAL 13J TRANSPORTATION,520 HOFFMAN RD,INDEPENDENCE,97351,(503)838-1621,Bryan Winchester,3,,3,
9146,CIRCLE S MARKET,1082 MONMOUTH ST,INDEPENDENCE,97351,(503) 339-6877,Jagtar Singh,4,3,1,3
7101,CITY SHOPS,'F' & 2ND ST,INDEPENDENCE,97351,(503)838-4781,"DOUG LINVILLE, PUBLIC WORKS SUPT.",2,,2,
3104,FISHER IMPLEMENT COMPANY,3465 INDEPENDENCE HWY,INDEPENDENCE,97351,(503) 838-0181,"ROGER BROSTROM, BRANCH MANAGER",2,,2,
2052,FRANKLIN EQUIPMENT CO - SWEED DIVISION,900 N MAIN,INDEPENDENCE,97351,(503) 838-1515,"PAUL L WORTHINGTON, GENERAL MANAGER",1,,1,
5262,GREEN VILLA FARMS,5605 HALLS FERRY RD,INDEPENDENCE,97351,(503)838-3702,"JOOST VANDERHAVE, MANAGING DIRECTOR",3,,3,
5064,"INDEPENDENCE AVIATION, LLC",4705 AIRPORT ROAD,INDEPENDENCE,97351,(503) 606-2923,Marici Reid,2,2,,2
2122,INDEPENDENCE FARM,9506 WELLS LANDING RD,INDEPENDENCE,97351,(503)663-4128,"NORBERT KINEN, SECRETARY",2,,2,
8947,INDEPENDENCE STATE AIRPORT,AIRPORT,INDEPENDENCE,97351,(503) 378-4880,"FRED MILLS, MANAGER",2,,2,
5542,INDY AUTO REPAIR,175 MONMOUTH ST,INDEPENDENCE,97351,(503) 838-3885,"STAN STEEVE, DEALER",4,,4,
5667,JNK Inc.,178 MONMOUTH ST,INDEPENDENCE,97351,(503) 851-4176,James Newbeck,8,4,4,4
1617,"JOHNNY'S AUTO WRECKERS, INC.",1080 MONMOUTH ST,INDEPENDENCE,97351,(503)838-0060,"GARY MYERS, PRES.,BRUCE MYERS, SEC.TRES.",1,,1,
10655,"KIGHTLINGER, TED",303 MAIN,INDEPENDENCE,97351,(503)363-3146,"TED KIGHTLINGER, OWNER",4,,4,
6975,MAIN SEWER LIFT STATION,RIVERVIEW PARK,INDEPENDENCE,97351,(503)838-4781,"DOUG LINVILLE, PUBLIC WORKS SUPERINTENE",1,,1,
216,"MILLER, THERON G.",87 S MAIN,INDEPENDENCE,97351,(503) 838-0544,THERON G. MILLER,5,,5,
3114,MOUNTAIN FIR LMBR CO INC/INDEPEND DIV,9TH &  F St,INDEPENDENCE,97351,(503) 838-0550,"LEROY ELLINGSWORTH, PLANT MANAGER",1,,1,
10766,ORTEN SEED PLANT,INDEPENDENCE,INDEPENDENCE,97351,(503)942-7585,"EDWARD SMITH, OWNER",1,,1,
10156,POLK COUNTY FARMERS INC,1201 STRYKER RD,INDEPENDENCE,97351,(503) 586-5498,HERMAN DAVENPORT,2,,2,
6263,QWEST - INDEPENDENCE CO (R00521),315 TALMADGE RD,INDEPENDENCE,97351,(503) 242-6889,JoAnn Veltri,2,,2,
