ProgramEnforcementNumber,RegulatoryProgramIdentifier,Region,Facility,Facility_ID,Address,ProgramID,Enforcement_Type,PenaltyAmount,ViolationId,DEQViolationClassCode,ViolationReference,ViolationDetailDescription,ViolationDetailTypeName,InspectionStartDate,EnforcementIssueDate,ClosedDate
2022-PEN-6955,UndergroundStorageTanks,WR,S P OIL LLC,8135,"32980 HIGHWAY 228 HALSEY, OR 97348-9715",22-8135-2024-OPER,Pre-Enforcement Notice,0,14609,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,6/26/21,3/14/22,NULL
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15402,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,10/10/21,6/11/22,7/22/22
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15403,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,10/10/21,6/11/22,7/22/22
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15404,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,10/10/21,6/11/22,7/22/22
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15405,I,340-150-0450(5),Failure to maintain adequate records of ATG monitoring and testing results.,(J5.7a) ATG - TCR,10/10/21,6/11/22,7/22/22
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15406,I,340-150-0325(1),"Failure to continuously protect from corrosion any part of an UST system that routinely contains a regulated substance.  (i.e., inoperable due to power off or interrupted such that protection is not continuously provided).",(D2) Corrosion Protection - TCR,10/10/21,6/11/22,7/22/22
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15407,I,304-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,10/10/21,6/11/22,7/22/22
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15408,I,340-150-0163 (k),Failure to provide documentation of compliance with financial responsibility upon request,(A4b) General Permit Requirements,10/10/21,6/11/22,7/22/22
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15409,II,340-150-0150 (1),Failure to post annual operating certificate in a conspicuous location so it could be readily viewed by a fuel distributor.,(A10) General Permit Requirements,10/10/21,6/11/22,7/22/22
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15410,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,10/10/21,6/11/22,7/22/22
2022-PEN-7368,UndergroundStorageTanks,ER,JIM'S SINCLAIR,2231,"807 MAIN ST JORDAN VALLEY, OR 97910",23-2231-2024-OPER,Pre-Enforcement Notice,0,15411,II,340-150-0315(a)(B),Failure to conduct annual periodic operation and maintenance walkthrough inspection.,(A16) General Permit Requirements,10/10/21,6/11/22,7/22/22
2022-PEN-7370,UndergroundStorageTanks,ALL,UNIVERSITY OF OREGON PHYSICAL PLANT,11305,"1295 FRANKLIN BLVD EUGENE, OR 97403",20-11305-2024-OPER,Pre-Enforcement Notice,0,15415,I,340-150-0400(1)(a),Failure to install a method or combination of methods for release detection such that the method can detect a release from any portion of the pressurized piping.,(H2.1) Release Detection Pressure Piping - TCR,3/10/22,6/12/20,6/21/22
2022-PEN-7370,UndergroundStorageTanks,ALL,UNIVERSITY OF OREGON PHYSICAL PLANT,11305,"1295 FRANKLIN BLVD EUGENE, OR 97403",20-11305-2024-OPER,Pre-Enforcement Notice,0,15416,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,3/10/22,6/12/20,6/21/22
2022-PEN-7385,UndergroundStorageTanks,ER,SNAKE RIVER CORRECTIONAL INSTITUTE,10720,"777 STANTON BLVD ONTARIO, OR 97914-8335",23-10720-2024-OPER,Pre-Enforcement Notice,0,15437,I,340-150-0400(1)(a) 340-150-0008(8),Failure to install a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G1) General Release Detection - TCR,5/16/22,6/28/22,7/19/22
2022-PEN-7385,UndergroundStorageTanks,ER,SNAKE RIVER CORRECTIONAL INSTITUTE,10720,"777 STANTON BLVD ONTARIO, OR 97914-8335",23-10720-2024-OPER,Pre-Enforcement Notice,0,15438,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,5/16/22,6/28/22,7/19/22
2022-PEN-7385,UndergroundStorageTanks,ER,SNAKE RIVER CORRECTIONAL INSTITUTE,10720,"777 STANTON BLVD ONTARIO, OR 97914-8335",23-10720-2024-OPER,Pre-Enforcement Notice,0,15439,II,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,5/16/22,6/28/22,7/19/22
2022-PEN-7385,UndergroundStorageTanks,ER,SNAKE RIVER CORRECTIONAL INSTITUTE,10720,"777 STANTON BLVD ONTARIO, OR 97914-8335",23-10720-2024-OPER,Pre-Enforcement Notice,0,15440,I,340-150-0320(3),"Failure to protect from corrosion any part of an UST system, including connected piping and fittings, that routinely contains a regulated substance.",(D1a) Corrosion Protection - TCR,5/16/22,6/28/22,7/19/22
2022-PEN-7443,UndergroundStorageTanks,NWR,"WILLAMETTE VIEW, INC.",11983,"13021 SE RIVER RD PORTLAND, OR 97222-8062",3-11983-2024-OPER,Pre-Enforcement Notice,0,15499,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,5/15/22,6/29/22,6/29/22
2022-PEN-7443,UndergroundStorageTanks,NWR,"WILLAMETTE VIEW, INC.",11983,"13021 SE RIVER RD PORTLAND, OR 97222-8062",3-11983-2024-OPER,Pre-Enforcement Notice,0,15500,I,340-150-0400(1)(a) 340-150-0008(8),Failure to install a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G1) General Release Detection - TCR,5/15/22,6/29/22,6/29/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15527,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,5/16/22,7/12/22,7/12/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15528,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,5/16/22,7/12/22,7/12/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15529,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,5/16/22,7/12/22,7/12/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15530,I,340-150-0450(5),Failure to maintain adequate records of ATG monitoring and testing results.,(J5.7a) ATG - TCR,5/16/22,7/12/22,7/12/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15531,I,340-150-0400(1)(c) 340-150-0400(2),NULL,NULL,5/16/22,7/12/22,7/12/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15532,II,304-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,5/16/22,7/12/22,7/12/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15533,II,340-150-0163 (k),Failure to provide documentation of compliance with financial responsibility upon request,(A4b) General Permit Requirements,5/16/22,7/12/22,7/12/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15534,II,340-150-0150 (1),Failure to post annual operating certificate in a conspicuous location so it could be readily viewed by a fuel distributor.,(A10) General Permit Requirements,5/16/22,7/12/22,7/12/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15535,II,340-150-0135 (2),"Failure to allow access at reasonable time to interview persons, inspect equipment and site conditions, collect samples, take still or video pictures, conduct an investigation or review and copy records.",(A14) General Permit Requirements,5/16/22,7/12/22,7/12/22
2022-PEN-7456,UndergroundStorageTanks,ER,MIDCITY FOOD MART,8479,"178 SW 4TH ST MADRAS, OR 97741",16-8479-2024-OPER,Pre-Enforcement Notice,0,15536,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,5/16/22,7/12/22,7/12/22
2022-PEN-7514,UndergroundStorageTanks,ER,UMATILLA FISH HATCHERY,515,"73959 RIVERVIEW LANE IRRIGON, OR 97844",25-515-2024-OPER,Pre-Enforcement Notice,0,15674,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,6/6/22,8/5/22,NULL
2022-PEN-7514,UndergroundStorageTanks,ER,UMATILLA FISH HATCHERY,515,"73959 RIVERVIEW LANE IRRIGON, OR 97844",25-515-2024-OPER,Pre-Enforcement Notice,0,15675,I,340-150-0400(1)(a) 340-150-0008(8),Failure to install a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G1) General Release Detection - TCR,6/6/22,8/5/22,NULL
2022-PEN-7514,UndergroundStorageTanks,ER,UMATILLA FISH HATCHERY,515,"73959 RIVERVIEW LANE IRRIGON, OR 97844",25-515-2024-OPER,Pre-Enforcement Notice,0,15676,I,340-150-0325(2)(b),Failure to conduct the last two 3-year inspections/tests of corrosion protection system,(D5b) Corrosion Protection - TCR,6/6/22,8/5/22,NULL
2022-PEN-7514,UndergroundStorageTanks,ER,UMATILLA FISH HATCHERY,515,"73959 RIVERVIEW LANE IRRIGON, OR 97844",25-515-2024-OPER,Pre-Enforcement Notice,0,15678,II,304-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,6/6/22,8/5/22,NULL
2022-PEN-7514,UndergroundStorageTanks,ER,UMATILLA FISH HATCHERY,515,"73959 RIVERVIEW LANE IRRIGON, OR 97844",25-515-2024-OPER,Pre-Enforcement Notice,0,15679,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,6/6/22,8/5/22,NULL
2022-PEN-7514,UndergroundStorageTanks,ER,UMATILLA FISH HATCHERY,515,"73959 RIVERVIEW LANE IRRIGON, OR 97844",25-515-2024-OPER,Pre-Enforcement Notice,0,15680,II,340-150-0315(a)(B),Failure to conduct annual periodic operation and maintenance walkthrough inspection.,(A16) General Permit Requirements,6/6/22,8/5/22,NULL
2022-PEN-7517,UndergroundStorageTanks,ER,METRO MART,12565,"1120 W HIGHLANDS AVE HERMISTON, OR 97838",30-12565-2024-OPER,Pre-Enforcement Notice,0,15686,I,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,6/6/22,8/8/22,NULL
2022-PEN-7517,UndergroundStorageTanks,ER,METRO MART,12565,"1120 W HIGHLANDS AVE HERMISTON, OR 97838",30-12565-2024-OPER,Pre-Enforcement Notice,0,15687,I,340-150-0310(9),Failure to inspect overfill equipment at least once every 3 years.,(C2c) Spill and Overfill Prevention-TCR,6/6/22,8/8/22,NULL
2022-PEN-7517,UndergroundStorageTanks,ER,METRO MART,12565,"1120 W HIGHLANDS AVE HERMISTON, OR 97838",30-12565-2024-OPER,Pre-Enforcement Notice,0,15688,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,6/6/22,8/8/22,NULL
2022-PEN-7517,UndergroundStorageTanks,ER,METRO MART,12565,"1120 W HIGHLANDS AVE HERMISTON, OR 97838",30-12565-2024-OPER,Pre-Enforcement Notice,0,15689,I,340-150-0400(1)(a),Failure to install a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(J8.1)  Interstitial - TCR,6/6/22,8/8/22,NULL
2022-PEN-7517,UndergroundStorageTanks,ER,METRO MART,12565,"1120 W HIGHLANDS AVE HERMISTON, OR 97838",30-12565-2024-OPER,Pre-Enforcement Notice,0,15690,I,340-150-0465(6),Failure to keep the most recent 12 consecutive months of interstitial monitoring records for review and inspection.,(J8.5c) Interstitial - TCR,6/6/22,8/8/22,NULL
2022-PEN-7517,UndergroundStorageTanks,ER,METRO MART,12565,"1120 W HIGHLANDS AVE HERMISTON, OR 97838",30-12565-2024-OPER,Pre-Enforcement Notice,0,15691,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,6/6/22,8/8/22,NULL
2022-PEN-7517,UndergroundStorageTanks,ER,METRO MART,12565,"1120 W HIGHLANDS AVE HERMISTON, OR 97838",30-12565-2024-OPER,Pre-Enforcement Notice,0,15692,II,340-150-0310(3),"Failure to properly operate or maintain spill prevention device.  Failure to prevent a release due to amount of debris, water or other media in bucket/basin",(C1b) Spill and Overfill Prevention – Non TCR,6/6/22,8/8/22,NULL
2022-PEN-7800,UndergroundStorageTanks,ER,JACKSON'S FOOD STORE #83,1606,"500 CAMPBELL STREET BAKER CITY, OR 97814",1-1606-2024-OPER,Pre-Enforcement Notice,0,16223,I,340-150-0320(3),"Failure to protect from corrosion any part of an UST system, including connected piping and fittings, that routinely contains a regulated substance.",(D1a) Corrosion Protection - TCR,8/9/22,10/31/22,NULL
2022-PEN-7800,UndergroundStorageTanks,ER,JACKSON'S FOOD STORE #83,1606,"500 CAMPBELL STREET BAKER CITY, OR 97814",1-1606-2024-OPER,Pre-Enforcement Notice,0,16224,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/9/22,10/31/22,NULL
2022-PEN-7800,UndergroundStorageTanks,ER,JACKSON'S FOOD STORE #83,1606,"500 CAMPBELL STREET BAKER CITY, OR 97814",1-1606-2024-OPER,Pre-Enforcement Notice,0,16225,II,340-150-0310(1),"Failure to repair or replace spill prevention device that is not properly maintained, is defective, is damaged or may have been tampered with in a manner that prevents proper operation.",(C1c) Spill and Overfill Prevention - TCR,8/9/22,10/31/22,NULL
2022-PEN-7800,UndergroundStorageTanks,ER,JACKSON'S FOOD STORE #83,1606,"500 CAMPBELL STREET BAKER CITY, OR 97814",1-1606-2024-OPER,Pre-Enforcement Notice,0,16226,II,340-150-0310(2),"Failure to maintain operational overfill prevention equipment.  Failure to repair or replace overfill equipment that is defective, improperly installed, damaged or may have been tampered with in a manner that prevents proper operation.",(C2b) Spill and Overfill Prevention - TCR,8/9/22,10/31/22,NULL
2022-PEN-7800,UndergroundStorageTanks,ER,JACKSON'S FOOD STORE #83,1606,"500 CAMPBELL STREET BAKER CITY, OR 97814",1-1606-2024-OPER,Pre-Enforcement Notice,0,16227,I,340-150-0400(1)(a),Failure to operate or maintain a method or combination of methods for release detection such that the method can detect a release from any portion of the pressurized piping.,(H2.2) Release Detection Pressure Piping - TCR,8/9/22,10/31/22,NULL
2022-PEN-7804,UndergroundStorageTanks,ER,GCC BEND LLC,11085,"JACKPINE RIDGE - TUMALO FALLS AREA BEND, OR 97701",9-11085-2024-OPER,Pre-Enforcement Notice,0,16232,I,340-150-0400(1)(a) 340-150-0008(8),Failure to install a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G1) General Release Detection - TCR,9/29/22,11/2/22,NULL
2022-PEN-7804,UndergroundStorageTanks,ER,GCC BEND LLC,11085,"JACKPINE RIDGE - TUMALO FALLS AREA BEND, OR 97701",9-11085-2024-OPER,Pre-Enforcement Notice,0,16233,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,9/29/22,11/2/22,NULL
2022-PEN-7804,UndergroundStorageTanks,ER,GCC BEND LLC,11085,"JACKPINE RIDGE - TUMALO FALLS AREA BEND, OR 97701",9-11085-2024-OPER,Pre-Enforcement Notice,0,16234,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,9/29/22,11/2/22,NULL
2022-PEN-7804,UndergroundStorageTanks,ER,GCC BEND LLC,11085,"JACKPINE RIDGE - TUMALO FALLS AREA BEND, OR 97701",9-11085-2024-OPER,Pre-Enforcement Notice,0,16235,II,340-150-0315(a)(B),Failure to conduct annual periodic operation and maintenance walkthrough inspection.,(A16) General Permit Requirements,9/29/22,11/2/22,NULL
2022-PEN-7804,UndergroundStorageTanks,ER,GCC BEND LLC,11085,"JACKPINE RIDGE - TUMALO FALLS AREA BEND, OR 97701",9-11085-2024-OPER,Pre-Enforcement Notice,0,16236,I,340-150-0320(3),"Failure to protect from corrosion any part of an UST system, including connected piping and fittings, that routinely contains a regulated substance.",(D1a) Corrosion Protection - TCR,9/29/22,11/2/22,NULL
2022-PEN-7806,UndergroundStorageTanks,ER,ST CHARLES MEDICAL CENTER-BEND,402,"2500 NE NEFF RD BEND, OR 97701",9-402-2024-OPER,Pre-Enforcement Notice,0,16238,I,340-150-0400(1)(a) 340-150-0008(8),Failure to install a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(G1) General Release Detection - TCR,9/29/22,11/2/22,NULL
2022-PEN-7806,UndergroundStorageTanks,ER,ST CHARLES MEDICAL CENTER-BEND,402,"2500 NE NEFF RD BEND, OR 97701",9-402-2024-OPER,Pre-Enforcement Notice,0,16239,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,9/29/22,11/2/22,NULL
2022-PEN-7806,UndergroundStorageTanks,ER,ST CHARLES MEDICAL CENTER-BEND,402,"2500 NE NEFF RD BEND, OR 97701",9-402-2024-OPER,Pre-Enforcement Notice,0,16241,I,340-150-0410(3),Failure to perform annual line tightness test on pressurized piping or test cannot detect a 0.1 gph leak rate at 1.5 times operating pressure,(H2.7) Release Detection Pressure Piping - TCR,9/29/22,11/2/22,NULL
2022-PEN-7807,UndergroundStorageTanks,ER,VALERO/BUTLER MARKET SOUTH,9008,"61396 S HWY 97 BEND, OR 97702",9-9008-2024-OPER,Pre-Enforcement Notice,0,16242,I,340-150-0400(1)(a),Failure to install a method or combination of methods for release detection such that the method can detect a release from any portion of the UST system.,(J8.1)  Interstitial - TCR,9/29/22,11/3/22,NULL
2022-PEN-7807,UndergroundStorageTanks,ER,VALERO/BUTLER MARKET SOUTH,9008,"61396 S HWY 97 BEND, OR 97702",9-9008-2024-OPER,Pre-Enforcement Notice,0,16243,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,9/29/22,11/3/22,NULL
2022-PEN-7807,UndergroundStorageTanks,ER,VALERO/BUTLER MARKET SOUTH,9008,"61396 S HWY 97 BEND, OR 97702",9-9008-2024-OPER,Pre-Enforcement Notice,0,16244,I,340-150-0465(6),Failure to keep the most recent 12 consecutive months of interstitial monitoring records for review and inspection.,(J8.5c) Interstitial - TCR,9/29/22,11/3/22,NULL
2022-PEN-7807,UndergroundStorageTanks,ER,VALERO/BUTLER MARKET SOUTH,9008,"61396 S HWY 97 BEND, OR 97702",9-9008-2024-OPER,Pre-Enforcement Notice,0,16245,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,9/29/22,11/3/22,NULL
2022-PEN-7807,UndergroundStorageTanks,ER,VALERO/BUTLER MARKET SOUTH,9008,"61396 S HWY 97 BEND, OR 97702",9-9008-2024-OPER,Pre-Enforcement Notice,0,16246,I,340-150-0410(2)(c-),Failure to perform an annual test of operation of line leak detector or annual test has not been conducted in accordance with manufacturer standards.,(H2.9) Release Detection Pressure Piping - TCR,9/29/22,11/3/22,NULL
2022-PEN-7807,UndergroundStorageTanks,ER,VALERO/BUTLER MARKET SOUTH,9008,"61396 S HWY 97 BEND, OR 97702",9-9008-2024-OPER,Pre-Enforcement Notice,0,16247,II,304-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,9/29/22,11/3/22,NULL
2022-PEN-7807,UndergroundStorageTanks,ER,VALERO/BUTLER MARKET SOUTH,9008,"61396 S HWY 97 BEND, OR 97702",9-9008-2024-OPER,Pre-Enforcement Notice,0,16248,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,9/29/22,11/3/22,NULL
2022-PEN-7807,UndergroundStorageTanks,ER,VALERO/BUTLER MARKET SOUTH,9008,"61396 S HWY 97 BEND, OR 97702",9-9008-2024-OPER,Pre-Enforcement Notice,0,16249,II,340-150-0315(a)(B),Failure to conduct annual periodic operation and maintenance walkthrough inspection.,(A16) General Permit Requirements,9/29/22,11/3/22,NULL
2022-PEN-7859,UndergroundStorageTanks,ER,SUZI'S HANDY MART,673,"211 N WATER ST WESTON, OR 97886",30-673-2024-OPER,Pre-Enforcement Notice,0,16328,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,8/9/22,11/22/22,NULL
2022-PEN-7859,UndergroundStorageTanks,ER,SUZI'S HANDY MART,673,"211 N WATER ST WESTON, OR 97886",30-673-2024-OPER,Pre-Enforcement Notice,0,16329,I,340-150-0465(6),Failure to keep the most recent 12 consecutive months of interstitial monitoring records for review and inspection.,(J8.5c) Interstitial - TCR,8/9/22,11/22/22,NULL
2022-PEN-7859,UndergroundStorageTanks,ER,SUZI'S HANDY MART,673,"211 N WATER ST WESTON, OR 97886",30-673-2024-OPER,Pre-Enforcement Notice,0,16330,I,340-150-0400(1)(c) 340-150-0400(2),"Failure to install, operate, maintain or calibrate RD equipment per manufacturer's instructions, including service checks for operability or running condition (i.e. device has been incorrectly installed, is defective, damaged, or may have been tamper",(G5)  General Release Detection - TCR,8/9/22,11/22/22,NULL
2022-PEN-7859,UndergroundStorageTanks,ER,SUZI'S HANDY MART,673,"211 N WATER ST WESTON, OR 97886",30-673-2024-OPER,Pre-Enforcement Notice,0,16331,II,340-150-0310(3),"Failure to properly operate or maintain spill prevention device.  Failure to prevent a release due to amount of debris, water or other media in bucket/basin",(C1b) Spill and Overfill Prevention – Non TCR,8/9/22,11/22/22,NULL
2022-PEN-7859,UndergroundStorageTanks,ER,SUZI'S HANDY MART,673,"211 N WATER ST WESTON, OR 97886",30-673-2024-OPER,Pre-Enforcement Notice,0,16332,II,304-150-0210(2),Failure to have a trained UST System Operator for an UST facility or to provide emergency response information.,(A5a) General Permit Requirements,8/9/22,11/22/22,NULL
2022-PEN-7859,UndergroundStorageTanks,ER,SUZI'S HANDY MART,673,"211 N WATER ST WESTON, OR 97886",30-673-2024-OPER,Pre-Enforcement Notice,0,16333,II,340-150-0315(1)(a)(A),Failure to conduct monthly periodic operation and maintenance walkthrough inspection by 10/01/20 and each month thereafter.,(A15) General Permit Requirements,8/9/22,11/22/22,NULL
2022-PEN-7859,UndergroundStorageTanks,ER,SUZI'S HANDY MART,673,"211 N WATER ST WESTON, OR 97886",30-673-2024-OPER,Pre-Enforcement Notice,0,16334,II,340-150-0315(a)(B),Failure to conduct annual periodic operation and maintenance walkthrough inspection.,(A16) General Permit Requirements,8/9/22,11/22/22,NULL
2022-WL-6835,UndergroundStorageTanks,NWR,TUALATIN ENERGY LLC,12207,"20599 SW 115TH TUALATIN, OR 97062",34-12207-2024-OPER,Warning Letter,0,14418,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,1/19/22,1/25/22,1/25/22
2022-WL-7009,UndergroundStorageTanks,NWR,STARK STREET 76,5886,"16150 SE STARK PORTLAND, OR 97233",26-5886-2024-OPER,Warning Letter,0,14770,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,3/8/22,4/7/22,4/7/22
2022-WL-7042,UndergroundStorageTanks,WR,HERTZ RENT A CAR (1280-20),8605,"28801 Douglas Drive #8 EUGENE, OR 97401",20-8605-2023-OPER,Warning Letter,0,14767,I,340-150-0163(1)(f),Failure to report a suspected release.,(L1) Spills and Releases Div 150 - TCR,3/2/22,4/15/22,4/15/22
2022-WL-7373,UndergroundStorageTanks,NWR,SANDY CHEVRON,141,"39191 PROCTOR BLVD SANDY, OR 97055",3-141-2024-OPER,Warning Letter,0,15419,I,340-150-0310(10),"Failure to complete initial overfill, spill prevention  or sump testing requirements by October 1, 2020",(C1f) Initial testing must be completed by 10/1/20,5/17/22,6/14/22,6/14/22
